device,sm_count,threads_per_block,blocks,total_threads,warmup_runs,target_launches_per_run,launches_per_run_used,stride_bytes,stride_elements,run_idx,kernel_ms,read_bytes,achieved_bandwidth_gbps
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,5,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,6,0.11776,7962624,67.6174
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,7,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,8,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,9,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,10,0.11776,7962624,67.6174
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,11,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,12,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,13,0.116736,7962624,68.2105
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,14,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,15,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,16,0.11776,7962624,67.6174
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,17,0.11776,7962624,67.6174
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,18,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,19,0.118784,7962624,67.0345
